#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-01T20:37:35 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-01T20:37:35	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=DEICRS&-out=Plx&-out=B-V&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP|Vmag|DEICRS|Plx|B-V
  4920| 9.53|-50.68358816|   2.71| 1.387
  4921| 9.59|-32.74280625|   3.26| 0.407
  4922| 8.75|-10.46021783|   2.05| 0.944
  4923| 9.05|+73.35712801|   0.92| 1.588
  4924| 8.98|-27.10817749|   0.78| 1.600
  4925| 8.68|-23.18067043|   9.91| 0.450
  4926| 7.96|-83.25451373|   4.48| 1.070
  4928| 9.10|+53.91335675|   2.01| 0.081
  4927|11.36|+20.09773584|  61.23| 1.590
  4929| 9.41|+28.60549618|   3.28| 1.066
  4930| 7.99|-26.17995291|   3.39| 0.983
  4931| 9.01|+22.78503901|  -1.80| 1.547
  4932| 6.28|-29.52577074|   8.93| 0.932
  4934| 6.81|-60.09725949|  12.44| 0.480
  4933| 8.09|-27.88046115|   1.94| 0.821
  4935| 6.99|-41.02110416|   1.98| 1.590
  4936|10.15|-03.81229243|   1.32| 0.351
  4937| 9.29|-15.44330755|   5.16| 0.400
  4938| 7.69|+18.85322693|   3.98| 1.143
  4939| 7.53|-32.07785252|   2.76| 1.468
  4940| 9.25|-54.16225954|   1.18| 1.403
  4941| 9.56|+04.95767228|  10.04| 0.528
  4942| 8.40|+74.18933978|   3.24| 0.379
  4943|10.54|-22.29060610|   3.24| 0.540
  4944| 8.85|-01.49529224|   3.69| 0.388
  4945| 7.96|+03.25560486|  -0.24| 1.591
  4946| 8.96|+17.15041182|   0.66| 1.655
  4947| 9.08|+21.80517211|   5.41| 0.333
  4948|10.38|-05.81091701|  11.32| 0.820
  4949| 8.67|+48.38035653|   3.43| 1.015
  4950| 8.03|+36.84200527|   3.64| 0.034
  4951| 9.20|-14.50735646|  11.52| 0.665
  4952| 7.80|+50.31255539|  11.18| 0.775
  4953| 9.08|+23.06975979|   3.46| 0.063
  4954| 9.75|-16.57793968|  15.12| 0.814
  4955| 9.27|+55.02981759|   6.03| 0.829
  4956| 9.01|+61.20876366|   2.09| 1.960
  4957| 8.16|+26.31190650|   9.03| 0.418
  4958| 8.86|-39.12339079|  14.08| 0.552
  4959| 8.98|-44.24189584|   3.54| 0.569
  4960| 8.60|+23.76848837|   2.45| 0.741
  4962| 5.92|+61.07482982|   2.16| 0.512
  4961| 6.75|+58.90925342|   2.80| 1.688
  4963| 8.14|+63.68778240|   9.72| 0.560
  4964|11.62|-45.78788795|   9.66| 1.124
  4965| 6.74|+84.60692182|   6.67| 0.246
  4966| 8.44|+82.10089846|  22.56| 0.600
  4967|10.89|+40.85852326|  31.96| 1.137
  4968| 7.74|+05.23545059|   4.51| 0.337
  4969|10.02|-38.09875453|   5.80| 0.787
  4970| 8.69|+44.06639237|   0.20|-0.157
  4971| 8.22|+50.43183566|   3.08| 0.064
  4972| 8.84|-51.97499210|   8.04| 0.412
  4973| 8.54|-78.34511680|   1.40|-0.035
  4974| 8.78|-30.39861517|  11.36| 0.529
  4975| 8.86|+31.17891249|   1.80| 1.207
  4976| 9.44|+52.19870330|   8.70| 0.714
  4977| 8.26|-11.67135692|   4.01| 1.194
  4978| 7.07|+06.76486693|   6.93| 0.094
  4980|10.16|-17.20057400|   3.25| 0.692
  4979| 6.06|+01.36694516|  17.66| 0.271
  4981| 9.11|-31.78642995|  17.37| 0.577
  4982| 8.10|-09.12921115|   3.67| 1.050
  4983| 6.82|+47.64230158|   1.13|-0.055
  4984| 9.75|-01.05007534|   5.84| 0.498
  4985| 7.03|-40.64830312|   5.43| 0.147
  4986|10.21|-36.26310694|  -0.78| 0.912
  4987| 7.69|+49.73000346|   6.32| 1.238
  4988| 8.42|+35.15806327|   2.18| 0.979
  4989| 7.19|+48.86145056|  16.66| 0.442
  4990| 7.20|+35.46946291|   2.67| 0.232
  4991| 8.71|-73.46245048|   1.47| 1.259
  4992| 8.93|+52.86668640|   2.28| 1.071
  4993| 9.01|-34.67673632|   2.93| 0.101
  4994| 7.92|+36.83327837|   4.14| 1.120
  4995| 9.24|-18.56542830|   1.13|-0.062
  4996| 9.19|+17.47166075|   0.18| 1.647
  4997| 7.28|-40.53051995|  11.96| 0.446
  4998| 5.99|+52.50230919|   3.29| 1.447
  4999| 9.10|+37.45106803|   2.83| 0.356
  5000| 8.26|+61.81053452|   0.72| 0.470
  5001| 9.35|+50.07114879|   2.90| 0.042
  5002| 7.14|+38.68854162|   2.38| 1.655
  5003| 9.90|-29.39805288|   3.39| 0.499
  5004|10.25|-34.67406283|  16.28| 0.764
  5005| 7.74|+31.50233764|   4.57| 1.032
  5006| 8.78|-43.30055699|   6.96| 0.432
  5007| 8.26|+26.58706157|   4.64| 0.960
  5008| 9.40|+54.99164463|   2.55| 0.308
  5009| 8.75|+15.22745872|   6.82| 0.851
  5010| 9.33|-34.45047390|   5.81| 0.531
  5011|10.60|-14.58857458|  10.84| 0.774
  5012| 8.24|+55.84683081|  13.66| 0.489
  5013| 7.04|+57.11674377|   5.52| 1.017
  5014| 9.25|-55.05457243|   8.33| 0.698
  5015| 8.61|+62.41105987|   0.99| 0.444
  5016| 6.84|+54.20439985|  16.06| 0.528
  5017| 8.18|+00.61537868|   3.13| 1.486
  5018|11.56|-57.68599136|  17.76| 1.610
  5020| 8.97|-24.27397838|   6.02| 0.481
  5019| 8.92|-37.39202511|   6.21| 0.843
  5021| 5.83|+61.58024409|  12.47| 0.569
  5022| 8.96|-37.30358661|   5.20| 0.611
  5023|12.06|+04.22702985|   9.30|-0.242
  5024| 8.23|+51.22230796|   7.28| 0.337
  5025| 8.51|+52.46297813|   8.56| 0.540
  5026| 6.84|-47.94036979|   2.47| 1.596
  5027| 9.78|-25.60422804|  38.99| 1.194
  5028| 7.97|+49.20488846|   9.31| 0.321
  5029| 7.54|+57.98112862|   4.23| 0.086
  5030| 9.96|-22.48323250|  -0.79| 0.388
  5031| 9.15|-02.36626356|  25.48| 0.801
  5032| 8.73|+44.48373472|   3.91| 0.563
  5033|11.01|-13.92256794|   8.51| 1.019
  5034| 6.20|+29.65909865|  23.82| 0.443
  5035| 8.53|+49.62496295|   7.56| 0.307
  5036| 8.75|-29.79683067|   4.47| 0.505
  5037| 8.91|+19.37735494|   2.73| 1.095
  5038| 8.95|-70.54035809|   1.64| 1.592
  5039| 8.17|-58.44108266|   3.41| 1.014
  5040| 8.79|+21.52219954|   6.71| 0.831
  5041|10.02|+26.12014117|  34.39| 1.280
  5042| 6.44|-33.53278805|   6.30| 1.071
  5043| 7.61|-64.70119640|   3.45| 1.185
  5044| 9.58|+57.12678214|   4.86| 1.011
  5045| 6.77|+39.99116315|  11.85| 0.328
  5046| 8.24|-30.48839683|  11.53| 0.520
  5047| 8.44|-07.67442397|  10.40| 0.538
  5048| 8.21|+09.58612180|   3.75| 1.151
  5049| 9.52|-12.33140348|   3.61| 0.448
  5051| 8.83|-22.50410659|   2.37| 1.083
  5050| 9.42|-36.23230941|   6.37| 0.519
  5052| 8.27|+38.89796836|   1.73| 0.956
  5053| 9.49|-57.15226611|   2.34| 1.015
  5054| 7.72|-39.48693482|  24.80| 0.613
  5055| 7.07|+33.18305260|   1.68| 1.607
  5056| 9.46|-20.98783787|   2.10| 0.580
  5057|10.71|-35.34505574|   4.07| 0.665
  5058| 9.35|-55.45419408|   1.11| 1.022
  5059| 9.19|-36.59280011|   7.22| 0.596
  5060| 7.21|+02.31381166|   7.72| 1.195
  5061| 8.97|-18.32173861|  13.64| 0.564
  5062| 6.53|+51.00979730|   3.06|-0.081
  5063| 8.47|-43.06409328|   7.03| 0.402
  5064| 8.99|+01.58777878|   6.49| 0.450
  5065| 9.40|-17.47380427|   6.30| 0.510
  5066| 8.19|-78.29775115|   2.95| 0.073
  5067| 7.92|+55.77833922|   3.83| 0.186
  5068| 7.50|-20.73246754|   8.63| 0.488
  5069| 8.98|-23.85828165|   1.85| 1.217
  5070| 6.82|+74.37212887|   2.09| 0.044
  5071| 7.70|+18.89493807|   8.57| 1.084
  5072| 8.62|+28.51444538|   4.02| 1.018
  5073| 7.93|+07.04618317|  13.07| 0.543
  5074| 6.03|+05.65630133|   4.52| 1.525
  5075| 7.20|+16.24225993|   3.12| 1.673
  5076|10.44|-17.82430490|   1.95| 0.486
  5077| 9.81|+79.08765474|   2.02| 0.312
  5078| 7.77|+43.27356263|  10.25| 0.403
  5079|10.79|-25.46095672|   0.55| 0.594
  5080| 7.30|-13.75949883|   3.27| 1.078
  5081| 5.64|+14.94600386|  18.28| 0.420
  5082| 7.37|-71.73406152|   4.22| 1.086
  5083| 8.70|+50.92593722|   4.38| 1.100
  5085| 7.86|-37.56362150|   3.81| 0.941
  5084| 7.37|-83.59037137|   4.73| 1.080
  5086| 8.09|+11.31591199|   8.42| 0.453
  5087| 9.22|-14.90568317|   3.83| 0.864
  5088| 9.65|+40.01891347|   3.68| 0.975
  5089| 9.02|+07.87461595|   0.78| 1.053
  5090| 8.91|-12.41857988|   3.21| 0.370
  5091| 7.44|+19.19781259|   2.43| 1.567
  5092|10.59|+10.27467675|   0.57| 0.000
  5093| 8.58|-19.85496030|   2.87| 0.233
  5094| 7.82|-57.79484786|   2.43| 0.182
  5095|11.23|-05.19140136|  10.74| 1.106
  5096| 9.19|-38.81717916|   2.19| 0.282
  5097| 9.30|-50.63008044|  10.02| 0.449
  5098| 9.78|-52.83735552|   9.26| 0.617
  5099| 7.18|-40.26995916|  18.21| 0.421
  5100|11.16|+60.42191687|   5.46| 0.264
  5101| 8.82|+14.10809871|   6.65| 1.199
  5102| 8.76|-03.38311991|   2.22| 1.243
  5103| 7.92|+08.33207098|   2.03| 1.134
  5104| 7.65|-12.90348019|   1.89| 0.785
  5105| 7.89|-28.32023518|   1.59| 1.375
  5106| 8.29|+63.72169242|  18.19| 0.600
  5107| 8.17|-70.93330092|   2.80| 1.109
  5108| 7.96|+81.96149349|   3.78| 0.024
  5109| 9.57|-43.47776943|   3.59| 0.579
  5110| 8.66|+15.39053992|  37.60| 1.197
  5111| 8.26|+06.07088415|   2.09| 1.526
  5113| 9.17|+72.19800325|   7.86| 0.487
  5112| 7.96|-77.58463919|   2.91|-0.064
  5114|10.08|-66.74306038|  22.78| 0.964
  5115| 9.20|+21.12079111|  11.63| 0.809
  5116| 9.21|-42.86588652|   3.97| 0.533
  5117| 8.43|+12.46869953|   5.22| 0.376
  5118| 8.14|-26.95501174|   6.54| 0.388
  5119| 9.68|+24.19772291|  -0.10| 1.249
  5120| 9.60|+54.13120899|   5.24| 0.083
  5121| 6.09|-09.97923948|  10.58| 1.012
  5122| 8.77|+87.31879485|  11.19| 0.762
  5123| 8.88|+01.20103114|   3.96| 1.043
  5124|10.37|+13.13769905|  11.16| 0.683
  5125| 9.69|-66.05898845|   2.80| 1.258
  5126| 8.84|-61.35741066|   2.79| 0.400
  5127| 9.01|-60.72819898|   1.43| 1.060
  5128|10.40|-16.60169638|   4.29| 0.474
  5129| 9.06|-62.13686892|   3.25| 0.834
  5130| 9.31|-41.36939522|   9.35| 0.539
  5131| 5.33|+21.47321620|  13.67| 0.003
  5132| 5.55|+21.46547318|  14.67|-0.048
  5133| 7.30|+04.19864419|   6.95| 1.131
  5134| 8.97|+02.47711531|  15.81| 0.644
  5135| 8.29|-41.52951304|   5.67| 0.911
  5136| 9.58|-14.88463891|  15.62| 0.749
  5137| 8.30|-23.59302823|  10.90| 0.501
  5138|10.68|+61.75493929|  -2.12| 0.945
  5139| 8.28|+60.77222108|   4.03| 0.148
  5141| 6.35|+04.90866194|  21.87| 0.383
  5140| 9.04|-26.30692913|   6.58| 0.360
  5142| 8.06|+39.37422238|   0.86| 1.318
  5143| 8.51|-21.56647665|   5.78| 0.360
  5145| 8.21|+20.96447515|   9.43| 0.543
  5144| 7.26|+04.90971755|  22.69| 0.484
  5146| 9.23|-25.48110880|   4.79| 0.377
  5147| 7.26|+65.97107632|   3.97| 0.104
  5148| 7.64|+32.99364454|   4.44| 0.330
  5149| 8.76|-13.03866947|   4.07| 1.077
  5150| 8.44|-26.72883731|   4.45| 0.161
  5151| 9.35|+65.89413068|   3.00| 0.151
  5152| 9.79|-27.59534882|  -0.45| 0.471
  5153| 9.38|-48.94112725|   3.38| 0.511
  5154| 8.08|-08.65948394|   5.59| 1.068
  5155|12.09|-27.53646456|   0.35| 0.526
  5156| 8.13|-31.85467486|   2.71| 1.089
  5157| 8.96|-39.41399143|   3.62| 1.022
  5158|10.16|-22.45289221|  22.32| 1.078
  5159| 8.98|-19.58776944|   8.15| 0.465
  5160| 7.73|-41.83631485|   1.64| 1.409
  5161| 7.12|+57.75648184|   2.63| 0.019
  5162| 8.97|-79.23608522|   0.13| 1.724
  5163| 9.50|+01.70677008|  12.72| 0.603
  5165| 3.32|-46.71849042|  16.46| 0.885
  5164| 5.58|-09.83936845|   5.48| 0.009
  5166| 7.31|+03.27473062|   3.69| 1.345
  5167| 9.32|-58.47532704|   9.58| 0.500
  5168| 8.91|-41.50099219|   5.49| 0.813
  5169| 6.84|-10.98537698|   8.83| 1.000
  5170| 6.12|-23.99236906|   9.31| 1.076
  5171| 8.55|-42.57431763|  -0.47| 0.931
  5172| 7.41|+35.51606264|   7.53| 0.398
  5173| 8.21|-38.23306421|   1.97| 1.557
  5174| 9.08|-18.83860273|   6.53| 0.315
  5175| 6.28|+32.18154253|   5.60| 1.308
  5176| 8.15|+13.25278682|  20.84| 0.656
  5177| 8.46|+26.74394804|   1.92| 1.411
  5178|11.20|-56.80034711|  14.48| 1.035
  5179| 9.73|-67.98001430|   7.46| 0.506
  5180| 8.77|-20.06020269|   6.29| 0.539
  5181| 8.62|-00.26534486|   2.25| 0.450
  5182| 8.73|+22.55172026|  12.62| 0.500
  5183| 8.12|-34.79770825|  12.57| 0.607
  5184|10.12|-36.75640236|  15.45| 1.029
  5185| 8.47|+16.31413064|   6.57| 0.337
  5186| 6.52|+62.76146736|  14.39| 0.214
  5187|10.27|-44.25711928|   1.52| 0.530
  5188| 7.80|-47.59516235|   6.94| 0.260
  5189| 8.20|-00.74936120|  13.56| 0.606
  5191| 9.50|-14.29618780|  20.01| 0.907
  5190| 8.53|+66.44701017|   2.57| 0.226
  5192| 8.17|-61.15367860|   4.33| 1.127
  5193| 6.61|-35.66062274|   5.23| 0.137
  5194|10.78|-29.02880464|   1.78| 0.450
  5195| 8.68|+80.08991439|   5.22| 0.415
  5196| 8.62|-36.93544530|   2.53| 0.877
  5197| 7.59|-09.76671448|   5.78| 0.106
  5198| 6.64|-39.85632513|   3.39| 1.548
  5199| 7.97|+19.40657638|   8.44| 0.515
  5201|10.05|-22.06413823|   4.50| 0.557
  5202| 9.40|-56.10208953|   8.99| 0.559
  5204| 6.14|+12.95597351|   8.91| 0.962
  5203| 7.75|+62.67084926|   4.57| 1.108
  5205| 8.45|-45.91838030|   2.74| 1.093
  5206| 9.59|-31.27878945|   1.31| 1.062
  5207| 7.22|+13.88470299|  17.23| 0.448
  5208| 9.27|+68.54860731|   1.74| 0.463
  5209| 6.93|+08.36013248|  15.31| 0.301
  5210| 7.52|+64.39312344|   6.37| 0.587
  5211| 9.26|+43.01139582|   1.94| 0.083
  5212| 8.14|+29.69612205|   6.78| 1.068
  5213| 7.95|+23.23285317|   6.12| 1.067
  5214| 9.18|+54.36923508|   2.16| 0.193
  5215|11.45|+15.27341418|  45.24| 1.473
  5216| 7.70|+08.86864832|   8.94| 0.314
  5217| 8.72|-08.69714425|   5.69| 0.462
  5218| 8.69|+06.66678534|   1.04| 1.533
  5219| 7.17|-15.51024951|   6.23| 1.002
  5220| 8.20|-04.65041249|   9.29| 0.400
  5221| 9.61|+58.76048117|   7.31| 0.366
  5222| 9.16|-48.07797413|   0.98| 1.187
  5223| 7.91|+35.57226164|   3.03| 1.423
  5224| 8.84|-50.98947181|  33.98| 0.925
  5225| 8.83|-00.93763087|   2.53| 1.123
  5226| 7.51|+35.14566078|   4.59| 0.100
  5227| 7.77|-22.85569871|   7.56| 0.856
  5228| 7.59|-81.64877169|   3.82| 1.341
  5229| 8.38|+74.63181976|   2.92| 0.123
  5230| 8.92|+03.81127295|   3.90| 0.374
  5231| 7.97|+08.65238012|  10.04| 0.216
  5232| 6.87|+59.85864267|   4.65| 0.002
  5233| 6.63|+70.93142932|   8.91| 0.164
  5234|10.27|-32.75454723|   9.49| 0.542
  5235| 9.73|-53.35284883|   7.98| 1.056
  5236| 7.86|+50.58608701|   3.24| 1.386
  5237| 8.03|-04.90610971|   0.65| 0.091
  5238| 8.56|-63.35489593|   2.42| 1.347
  5239| 7.54|+63.77316534|  -0.20| 1.476
  5240| 6.41|+56.93523628|  10.26| 1.188
  5241| 9.38|-29.61514365|   6.04| 0.338
  5242|10.37|-71.80750527|   2.62| 0.840
  5243| 8.75|+47.73033937|   3.57| 0.224
  5244| 7.22|+11.55208242|  12.95| 0.334
  5245| 8.96|-00.59202228|  18.53| 0.840
  5246| 9.26|+24.84146901|   1.40| 1.150
  5247| 9.00|+63.94055066|  66.46| 1.289
  5248| 6.99|+20.15107026|   3.63| 0.960
  5249| 7.57|+38.65048417|   8.67| 0.528
  5250| 8.78|+28.53575800|   0.64| 1.427
  5251| 6.31|+53.49819318|   2.40| 1.499
  5252| 7.64|+56.37446137|   7.05| 0.092
  5255| 8.89|+57.87210426|  10.60| 0.764
  5254|10.92|-68.55953955|   1.05| 1.087
  5253| 7.02|-01.73208324|  20.28| 0.560
  5256| 7.48|-24.85509871|   2.08| 1.185
  5257| 8.65|+01.35518930|   6.57| 0.419
  5259| 6.36|-23.99625645|  13.96| 0.238
  5258| 8.98|+12.08031633|   2.11| 1.105
  5260|10.66|-32.42929737|  34.85| 1.396
  5261| 9.33|-68.56553671|   1.05| 1.364
  5262| 6.81|+49.55546798|   5.92|-0.031
  5263| 8.71|+05.00557504|   1.28| 1.128
  5264| 8.81|-56.10341500|   9.75| 0.679
  5265| 7.48|+44.61668782|   4.18| 1.437
  5266|11.43|-63.39462832|  20.54| 1.540
  5267|10.27|-72.46767938|  -1.88| 0.099
  5268| 5.36|-61.77526197|  11.68| 0.884
  5269| 7.26|+43.52358173|  12.19| 0.403
  5270| 7.14|+38.02890985|   3.67|-0.037
  5271| 8.09|+48.05399024|  11.11| 0.417
  5272| 9.48|-10.57134130|   5.77| 0.480
  5273|10.58|+69.87942742|  21.01| 1.009
  5274| 8.13|-76.67374483|   2.08| 1.238
  5275| 8.00|+33.99605036|   0.77| 1.605
  5276| 7.24|+41.25901151|  19.97| 0.541
  5277| 9.05|+24.97384954|   6.92| 0.446
  5278| 8.73|+78.33537912|   1.18| 1.349
  5279| 8.97|+27.28547800|   2.83| 1.158
  5280| 7.01|-41.74654669|  29.65| 0.567
  5281| 9.31|-04.20691856|   2.40| 1.370
  5282|10.27|-16.19469047|   3.21| 0.238
  5283| 9.16|+41.30632525|   1.13| 1.478
  5284| 9.32|-29.28675143|   0.76| 0.395
  5285| 8.44|+20.56206728|   3.53| 1.194
  5286| 8.41|+22.95617138|  48.20| 1.122
  5287| 7.97|-27.72172227|   1.52| 1.077
  5288|10.28|-31.79074759|   1.16| 0.891
  5289| 8.28|-14.16955100|   0.98| 0.944
  5290| 8.53|-02.74345797|   4.41| 0.280
  5291| 7.93|-19.31203777|  14.15| 0.775
  5292| 8.32|-43.79131292|   5.34| 0.448
  5293| 8.87|+18.17853923|   2.78| 1.188
  5294| 7.71|-04.74522400|   1.75| 1.329
  5295| 9.26|-15.94954279|  12.39| 0.589
  5296| 5.71|-09.78559168|  20.97| 0.446
  5297| 9.31|+04.41445120|   3.42| 0.487
  5298| 7.26|+41.51329231|   5.39| 0.032
  5299| 8.71|-59.05791885|   5.93| 1.141
  5300| 5.21|-41.48693516|  16.48| 0.159
  5301| 8.45|-08.23375136|  18.18| 0.662
  5302| 8.32|-55.96977045|   9.71| 0.591
  5303| 7.41|+46.84212334|   4.68| 1.190
  5304| 8.03|+15.86331741|  16.81| 0.725
  5305| 9.70|-45.31386667|  10.31| 0.716
  5306| 9.34|-53.84561792|   9.42| 0.645
  5307| 8.56|+62.33534046|   3.36| 0.100
  5308| 9.72|-45.48320141|   4.92| 0.914
  5309| 7.69|+17.41233277|   7.91| 0.387
  5310| 5.56|+20.73932115|  20.23| 0.121
  5311| 9.37|-37.89820801|  11.39| 0.561
  5312| 9.07|+52.64250631|   2.23| 0.094
  5314| 8.77|-40.57242041|   1.31| 1.326
  5313| 7.78|+39.25253121|  26.79| 0.621
  5315| 6.44|+01.99409389|  21.53| 0.847
  5316|10.11|+60.55170248|  -0.07| 0.320
  5317| 5.04|+43.94224107|  16.61| 0.109
  5318| 9.24|-47.55690734|  -1.20| 0.506
  5319| 6.23|+32.01219214|  23.87| 0.398
  5320| 9.27|-44.80828998|   9.90| 0.543
  5321| 7.48|-61.87158411|  10.30| 0.246
  5322| 9.14|-52.71432451|   0.76| 0.898
  5323| 9.11|-21.61619791|   2.75| 1.142
  5324| 8.34|+53.28600230|   2.92| 1.113
  5325| 7.69|+42.84792794|   2.84| 0.066
  5326| 9.67|-07.41163688|   9.47| 0.673
  5327| 7.46|+44.79611256|   3.77|-0.076
  5328| 7.62|-12.16808167|   3.84| 1.227
  5329|10.15|-16.55845499|   5.24| 0.471
  5330|10.46|+67.30182050|   1.88| 0.460
  5331| 8.90|-13.25494505|   4.81| 0.495
  5332| 8.55|+15.12592645|   3.79| 1.059
  5334| 9.09|-38.27984831|   2.70| 0.900
  5333| 7.61|+55.15584278|  11.77| 0.362
  5335| 7.61|+21.97712274|  30.84| 0.710
  5336| 5.17|+54.92422766| 132.40| 0.704
  5337| 9.50|-64.30985215|   5.93| 0.579
  5338| 9.98|-03.00841171|   5.78| 1.215
  5339| 6.86|+28.86815555|  12.13| 0.371
  5340| 8.48|+67.48337626|   0.93| 1.500
  5341| 8.25|+60.13622638|   6.94| 0.927
  5342| 9.60|-34.00893866|   6.95| 0.921
  5343| 8.41|+30.42958737|   4.29| 1.136
  5344| 6.71|+09.90820086|   4.03| 1.661
  5345| 9.10|+25.90819286|   3.20| 1.118
  5346| 5.51|+05.65022130|  27.84| 0.334
  5347| 7.11|+54.23138755|   2.93| 0.078
  5348| 3.94|-55.24583235|  11.66|-0.120
  5349| 9.34|+48.59651577|   2.20| 0.199
  5351| 8.94|-32.42572456|  14.25| 1.183
  5350| 8.74|+10.85831660|  11.07| 0.658
  5352| 9.11|-15.17810799|   2.47| 1.338
  5354| 8.64|-19.16696170|  10.08| 0.969
  5353|11.52|+63.51587592|   9.63| 0.880
  5355|12.23|-32.71990145|   1.08|-0.230
  5356| 7.88|-06.17509386|   9.46| 0.366
  5357| 8.29|+17.65385263|   8.85| 0.403
  5358| 9.39|+42.27374838|   3.02| 1.025
  5359| 9.55|+10.89250305|   7.86| 0.627
  5360| 8.23|-02.05990467|   3.10| 0.466
  5361| 5.77|+58.26347937|   5.75|-0.019
  5362| 8.51|+15.79026858|   5.08| 0.500
  5363| 6.89|-46.66803915|  11.50| 0.292
  5364| 3.46|-10.18192800|  27.73| 1.161
  5365|12.54|-26.88602157|   1.08|-0.146
  5366| 8.52|-59.54429482|   4.72| 0.300
  5367| 8.56|-71.83531899|   1.29| 0.799
  5368| 8.76|-17.06362783|  -0.13| 1.551
  5369|10.56|+17.24402032|  35.99| 1.256
  5370| 7.48|+70.68156999|   3.94| 0.034
  5371| 9.45|-34.31366133|   4.27| 0.381
  5372| 4.24|+86.25711803|  10.43| 1.213
  5373| 8.63|-25.86120192|  28.33| 0.837
  5374| 8.85|-60.62019275|   2.44| 1.212
  5375| 8.13|+38.43542051|   2.29| 1.093
  5376| 9.02|+37.18043344|   3.40| 1.468
  5377| 8.95|+47.04333514|   3.68| 1.271
  5378| 9.36|-53.94024089|   2.79| 0.586
  5379| 7.62|+30.40798387|   4.06| 0.244
  5380| 9.82|-48.76725538|   3.70| 0.692
  5381| 8.95|-59.63721426|  14.58| 0.529
  5382| 8.77|+07.52606700|  10.10| 0.495
  5383| 8.20|-29.62242151|  12.24| 0.501
  5384| 7.96|-04.72246098|   1.64| 0.990
  5385| 7.81|+45.20747613|   4.07| 0.044
  5386| 8.41|-69.56638187|   2.71| 1.572
  5387| 7.31|+09.73055089|   4.97|-0.058
  5388| 8.08|+45.94264705|   3.90|-0.090
  5389| 9.10|-30.92902482|  21.57| 0.764
  5390| 9.78|-19.37350567|   8.66| 0.485
  5391| 9.99|+61.47079468|   1.64| 0.131
  5392| 8.71|-42.64395334|   1.30| 0.977
  5393| 8.62|-12.09294872|   7.29| 0.387
  5394| 9.71|-55.59117282|   4.20| 1.010
  5395| 7.86|-42.40181366|  10.41| 0.651
  5396| 7.70|-10.10040181|   3.73| 1.069
  5397|10.96|-72.53822788|   0.19|-0.049
  5398| 7.93|-66.88033843|   3.04| 1.399
  5399| 8.81|-33.60836341|   6.91| 0.640
  5400| 9.73|-43.00139320|   7.23| 0.460
  5401| 8.57|-50.83592724|   3.22| 1.314
  5402| 9.21|-36.14322337|   6.04| 0.795
  5403| 9.81|-23.40251700|   2.91| 0.540
  5404| 8.79|+40.40683518|   2.85| 1.420
  5405| 9.20|-02.88573328|   5.50| 0.691
  5406| 8.80|+08.29623059|   5.41| 1.673
  5407| 8.68|+12.69300816|   6.42| 0.711
  5408| 8.09|+13.34153634|   2.80| 1.550
  5409| 9.67|+02.77375531|   0.97| 1.305
  5412| 6.24|+80.01167654|   6.97| 0.922
  5410|12.38|-24.68920246|  46.11| 1.530
  5411| 8.93|-47.13080794|   1.08| 1.179
  5413| 9.27|+02.55176468|   1.77| 0.600
  5414| 6.93|+69.68652608|   0.65| 0.240
  5415| 9.80|-33.21392393|   5.93| 0.586
  5416| 7.36|+33.94155069|   5.33| 0.141
  5417| 7.94|+12.02894169|   7.57| 0.378
